600 101 107820 60.0 395 322
291 1
588 1
20 2
156 2
80 3
578 3
270 4
380 5
325 4
582 3
355 4
22 1
572 6
350 6
334 5
81 2
530 5
197 7
212 8
226 8
102 9
315 10
421 9
293 10
160 2
221 11
348 11
258 7
365 3
464 12
590 7
402 1
461 11
446 13
524 14
36 15
506 16
499 12
151 16
536 13
385 14
193 5
316 13
7 15
483 10
559 17
352 18
133 17
240 18
475 19
422 19
585 8
454 14
277 20
82 16
571 17
175 15
56 21
105 22
44 23
178 4
360 19
394 21
259 21
492 3
457 14
220 2
477 18
184 19
507 23
114 24
599 9
32 20
370 9
172 20
576 22
94 23
505 22
408 8
344 25
341 11
219 12
451 25
228 24
199 26
533 23
128 12
373 20
383 13
531 22
43 26
224 25
575 26
485 27
276 28
70 25
598 6
40 2
520 28
34 21
143 26
261 10
386 6
51 27
8 28
441 27
332 21
460 23
581 29
100 30
387 31
223 30
39 10
428 32
529 9
546 20
281 28
593 32
154 31
358 33
555 29
210 33
173 33
158 26
124 7
302 17
46 34
331 33
255 35
509 27
167 36
366 7
299 34
35 8
99 24
323 8
285 28
53 18
248 6
494 35
418 35
367 37
343 25
38 30
93 16
416 7
297 37
321 36
351 34
286 38
112 9
239 15
356 39
371 32
478 4
177 38
469 22
174 34
138 40
23 39
95 36
85 29
554 2
15 31
45 37
382 40
55 39
146 11
204 16
514 17
77 30
159 41
471 40
569 42
64 43
182 24
283 11
19 42
574 44
406 43
407 35
480 32
420 38
438 31
17 37
404 28
313 39
54 45
189 24
516 14
213 44
24 41
266 46
101 29
595 42
496 32
278 15
592 12
241 46
4 47
375 5
518 5
345 48
169 43
83 48
484 45
25 41
455 6
119 41
409 18
322 41
388 49
417 38
125 7
104 50
453 50
439 36
26 19
430 11
589 43
79 26
282 1
186 47
290 49
171 51
538 48
264 52
5 51
300 44
208 27
301 46
27 52
390 30
411 53
314 52
535 46
551 42
183 48
333 43
413 47
456 49
564 49
155 17
149 3
424 53
482 54
181 53
328 31
580 50
116 46
109 45
254 54
214 29
303 51
452 55
188 56
52 55
534 40
292 57
398 56
488 52
540 56
537 58
596 57
368 39
335 53
489 36
47 31
11 58
320 59
162 39
136 60
29 52
458 47
141 53
526 59
73 58
346 55
548 49
523 37
532 55
225 55
395 20
338 61
511 25
336 54
103 59
249 61
340 45
510 28
527 57
442 62
500 15
392 51
306 58
495 34
473 51
433 62
6 60
594 38
444 42
150 51
397 45
434 43
556 26
541 50
257 57
260 37
414 44
165 40
468 61
37 62
547 34
227 63
157 64
403 55
307 30
435 33
161 10
405 64
236 64
256 35
504 17
216 42
170 63
108 65
75 66
60 62
449 67
311 19
288 62
459 25
515 44
513 63
238 65
378 68
587 52
544 56
18 66
21 54
144 63
265 61
310 69
425 48
550 44
215 66
431 60
0 60
447 32
427 67
379 70
106 37
342 1
525 13
268 1
120 56
463 66
211 64
560 68
57 41
479 10
90 65
410 15
329 66
543 54
180 65
271 71
140 69
49 47
497 29
498 60
381 22
272 13
432 68
31 67
218 72
376 58
273 67
87 36
508 60
89 70
552 68
253 23
326 38
440 71
287 47
359 57
118 69
573 72
436 73
399 69
396 72
493 70
74 71
557 74
61 72
50 73
229 73
10 57
9 70
84 50
558 29
517 75
233 74
519 12
230 45
448 75
372 76
242 77
317 75
437 78
234 74
201 79
549 76
139 78
129 12
33 77
363 73
198 41
231 74
117 78
324 80
429 59
205 71
250 49
339 77
294 67
72 35
164 79
586 59
597 80
357 78
48 81
267 82
137 58
279 3
419 69
126 48
566 31
111 27
217 14
466 70
86 76
203 81
2 4
237 83
62 32
110 75
467 82
107 71
349 77
384 72
364 8
584 77
269 38
14 76
98 56
490 24
327 62
222 38
503 79
568 83
92 84
545 75
562 84
377 79
200 38
192 85
91 13
142 63
76 85
528 51
305 69
247 79
391 18
131 80
196 46
401 83
121 81
539 65
209 9
374 81
443 86
487 62
362 80
252 83
1 54
12 80
88 43
275 86
400 82
289 81
166 72
132 85
565 84
63 73
393 64
71 87
298 18
202 82
470 77
563 64
295 19
153 88
67 61
304 86
185 71
330 88
191 74
96 89
337 77
65 78
235 23
187 87
561 75
130 90
583 85
280 76
522 91
251 83
66 86
577 87
263 88
389 91
491 88
179 50
369 92
570 90
59 21
501 46
135 68
445 93
69 89
262 81
123 72
232 37
309 85
207 82
195 91
246 33
426 84
512 89
245 86
284 94
147 92
152 88
194 92
134 93
542 14
553 59
127 26
412 70
361 95
308 95
163 93
521 40
579 96
502 95
78 94
474 5
312 97
274 9
58 89
3 98
41 74
113 94
206 93
30 55
591 79
145 96
68 90
486 94
115 11
13 25
481 89
28 73
354 57
567 63
462 96
168 96
243 86
423 99
97 99
176 95
347 97
415 100
450 84
16 98
148 91
318 7
122 75
42 101
472 94
319 98
476 56
190 60
465 88
296 42
353 69
244 71
